iter,minutes,agent_steps,sps,episodes,ep_len_s,draw_rate,hits_per_ep,pool_win,pool_loss,entropy,pg_loss,v_loss,kl,clipfrac,rule_win,rule_loss,rule_dodge,random_win,random_loss,random_dodge,lateral,strafer_win,strafer_loss,strafer_dodge
381,13.508,49938432,116202,107,14.77,0.028,6.66,0.439,0.561,3.275,-0.0017,0.0999,0.0044,0.041,,,,,,,,,,
382,13.527,50069504,118585,73,16.28,0.027,6.3,0.833,0.167,3.266,-0.0024,0.0651,0.0045,0.04,,,,,,,,,,
383,13.549,50200576,99561,77,14.43,0.0,6.62,1.0,0.0,3.248,-0.0021,0.0766,0.0042,0.043,,,,,,,,,,
384,13.568,50331648,110600,95,14.37,0.021,6.39,0.769,0.231,3.244,-0.0019,0.0968,0.0048,0.043,,,,,,,,,,
385,13.589,50462720,106866,118,11.96,0.0,6.76,0.42,0.58,3.239,-0.0018,0.1116,0.0044,0.037,,,,,,,,,,
386,13.62,50593792,70252,111,11.64,0.009,6.56,0.5,0.5,3.24,-0.0017,0.0989,0.0044,0.04,,,,,,,,,,
387,13.643,50724864,93428,95,11.18,0.0,6.76,0.733,0.267,3.251,-0.002,0.1049,0.0048,0.038,,,,,,,,,,
388,13.661,50855936,121606,111,11.65,0.0,6.67,0.737,0.263,3.197,-0.0021,0.1006,0.0044,0.041,,,,,,,,,,
389,13.682,50987008,107641,109,10.84,0.0,6.75,0.757,0.243,3.192,-0.0019,0.1153,0.0047,0.042,,,,,,,,,,
390,13.97,51118080,96455,84,12.46,0.012,6.87,0.867,0.133,3.184,-0.0021,0.1031,0.0043,0.039,0.995,0.0,0.63,0.785,0.0,0.859,0.677,0.285,0.28,0.926
391,13.995,51249152,88117,111,10.16,0.0,6.89,0.812,0.188,3.137,-0.0021,0.1571,0.0046,0.046,,,,,,,,,,
392,14.022,51380224,79312,137,10.04,0.0,7.12,0.755,0.245,3.205,-0.0021,0.158,0.004,0.038,,,,,,,,,,
393,14.048,51511296,84096,98,10.11,0.0,7.14,0.92,0.08,3.248,-0.0017,0.1417,0.0044,0.037,,,,,,,,,,
394,14.068,51642368,110182,83,10.11,0.0,7.16,0.933,0.067,3.225,-0.0024,0.1253,0.0045,0.042,,,,,,,,,,
395,14.088,51773440,109820,86,11.27,0.012,7.23,0.867,0.133,3.233,-0.0022,0.1639,0.0043,0.039,,,,,,,,,,
396,14.108,51904512,111209,81,11.7,0.0,7.35,1.0,0.0,3.228,-0.0021,0.173,0.0041,0.04,,,,,,,,,,
397,14.128,52035584,110616,131,10.47,0.0,6.89,1.0,0.0,3.224,-0.0021,0.2408,0.0043,0.038,,,,,,,,,,
398,14.148,52166656,105751,124,11.58,0.0,7.23,1.0,0.0,3.248,-0.0028,0.2598,0.0048,0.044,,,,,,,,,,
399,14.168,52297728,110102,91,11.25,0.0,7.03,1.0,0.0,3.261,-0.0023,0.2287,0.0039,0.043,,,,,,,,,,
400,14.191,52428800,94692,102,10.27,0.0,7.32,0.9,0.1,3.23,-0.0027,0.2434,0.0047,0.047,,,,,,,,,,
401,14.211,52559872,110026,153,10.1,0.007,7.12,0.932,0.068,3.265,-0.0028,0.2388,0.0047,0.043,,,,,,,,,,
402,14.233,52690944,99289,82,9.89,0.0,7.11,1.0,0.0,3.248,-0.0026,0.1987,0.005,0.043,,,,,,,,,,
403,14.252,52822016,113159,101,9.45,0.0,7.12,0.972,0.028,3.216,-0.0028,0.2094,0.0043,0.042,,,,,,,,,,
404,14.272,52953088,113465,82,10.28,0.0,7.11,1.0,0.0,3.219,-0.0029,0.1948,0.0047,0.046,,,,,,,,,,
405,14.493,53084160,113210,71,10.37,0.0,7.38,1.0,0.0,3.203,-0.0029,0.1933,0.005,0.042,1.0,0.0,0.712,1.0,0.0,0.677,0.7,0.32,0.11,0.933
406,14.513,53215232,110230,93,11.81,0.0,7.29,1.0,0.0,3.192,-0.0023,0.1834,0.0043,0.037,,,,,,,,,,
407,14.533,53346304,109482,87,11.85,0.011,7.72,0.875,0.125,3.176,-0.0022,0.2333,0.0046,0.042,,,,,,,,,,
408,14.553,53477376,108883,90,11.23,0.0,7.37,0.919,0.081,3.2,-0.0019,0.1624,0.0037,0.03,,,,,,,,,,
409,14.574,53608448,102847,62,12.98,0.0,7.47,0.933,0.067,3.169,-0.0021,0.15,0.0043,0.037,,,,,,,,,,
410,14.605,53739520,70757,80,11.95,0.0,7.16,0.97,0.03,3.151,-0.0022,0.1883,0.0048,0.042,,,,,,,,,,
411,14.634,53870592,75705,92,12.17,0.0,7.46,0.941,0.059,3.144,-0.002,0.1736,0.0045,0.043,,,,,,,,,,
412,14.657,54001664,94608,88,12.61,0.0,7.32,0.969,0.031,3.15,-0.0023,0.1797,0.004,0.039,,,,,,,,,,
413,14.676,54132736,112311,91,11.98,0.0,7.1,0.971,0.029,3.144,-0.002,0.1609,0.0042,0.036,,,,,,,,,,
414,14.696,54263808,112167,63,14.29,0.0,7.38,0.933,0.067,3.183,-0.0024,0.154,0.0051,0.045,,,,,,,,,,
415,14.716,54394880,108441,62,13.34,0.0,7.05,0.85,0.15,3.164,-0.0024,0.1252,0.0044,0.042,,,,,,,,,,
416,14.736,54525952,110457,78,14.43,0.0,7.65,0.857,0.143,3.163,-0.0019,0.1743,0.0045,0.037,,,,,,,,,,
417,14.756,54657024,110361,88,13.5,0.0,7.51,0.946,0.054,3.148,-0.0025,0.1742,0.0044,0.042,,,,,,,,,,
418,14.777,54788096,100078,59,13.72,0.0,7.44,0.9,0.1,3.158,-0.0022,0.1387,0.0044,0.039,,,,,,,,,,
419,14.809,54919168,69145,76,14.7,0.0,7.49,1.0,0.0,3.162,-0.0023,0.1632,0.0045,0.041,,,,,,,,,,
420,15.042,55050240,70618,93,13.36,0.0,7.04,1.0,0.0,3.198,-0.0022,0.1556,0.0049,0.041,1.0,0.0,0.773,1.0,0.0,0.786,0.769,0.495,0.035,0.946
421,15.062,55181312,110104,59,17.32,0.051,7.71,1.0,0.0,3.215,-0.0019,0.1386,0.0043,0.034,,,,,,,,,,
422,15.081,55312384,113007,72,14.63,0.014,7.54,1.0,0.0,3.19,-0.0019,0.1542,0.0043,0.035,,,,,,,,,,
423,15.1,55443456,111848,77,13.77,0.0,7.12,1.0,0.0,3.207,-0.0021,0.1451,0.0042,0.036,,,,,,,,,,
424,15.126,55574528,87082,59,15.65,0.0,7.83,0.818,0.182,3.178,-0.0022,0.1395,0.0048,0.039,,,,,,,,,,
425,15.144,55705600,117907,59,15.58,0.0,7.32,0.95,0.05,3.191,-0.0017,0.1177,0.0037,0.027,,,,,,,,,,
426,15.165,55836672,105771,83,13.19,0.012,7.61,0.902,0.073,3.19,-0.002,0.153,0.0045,0.039,,,,,,,,,,
427,15.184,55967744,114590,77,16.28,0.0,7.62,0.941,0.059,3.216,-0.002,0.1588,0.0042,0.036,,,,,,,,,,
428,15.202,56098816,118848,61,16.55,0.0,7.28,1.0,0.0,3.218,-0.0022,0.1317,0.0043,0.038,,,,,,,,,,
429,15.222,56229888,108692,79,13.52,0.0,7.38,1.0,0.0,3.217,-0.0023,0.1398,0.0047,0.042,,,,,,,,,,
430,15.256,56360960,65380,77,14.44,0.0,7.53,0.955,0.045,3.214,-0.0021,0.153,0.0047,0.041,,,,,,,,,,
431,15.278,56492032,99857,72,14.2,0.014,7.4,0.96,0.04,3.214,-0.0022,0.1371,0.0044,0.041,,,,,,,,,,
432,15.298,56623104,105369,63,13.6,0.0,7.6,0.909,0.091,3.207,-0.002,0.1409,0.0044,0.037,,,,,,,,,,
433,15.328,56754176,74686,65,14.54,0.0,7.63,0.917,0.083,3.224,-0.0022,0.1206,0.0047,0.044,,,,,,,,,,
434,15.346,56885248,119586,49,17.76,0.02,7.76,1.0,0.0,3.191,-0.0024,0.1211,0.0043,0.038,,,,,,,,,,
435,15.516,57016320,116798,68,17.56,0.015,7.59,0.909,0.091,3.203,-0.0019,0.1374,0.005,0.04,0.995,0.005,0.736,1.0,0.0,0.786,0.763,0.455,0.055,0.936
436,15.537,57147392,105670,73,14.37,0.0,7.42,0.938,0.062,3.2,-0.0023,0.12,0.0046,0.042,,,,,,,,,,
437,15.558,57278464,104614,45,18.72,0.0,7.6,0.909,0.091,3.205,-0.002,0.1081,0.0041,0.037,,,,,,,,,,
438,15.582,57409536,89294,46,13.98,0.022,7.48,0.95,0.05,3.2,-0.0021,0.0912,0.0052,0.046,,,,,,,,,,
439,15.6,57540608,119499,74,18.06,0.0,7.64,0.964,0.036,3.178,-0.0021,0.1255,0.0047,0.04,,,,,,,,,,
440,15.619,57671680,117918,71,17.01,0.028,7.34,0.929,0.071,3.178,-0.0021,0.1059,0.0047,0.04,,,,,,,,,,
441,15.637,57802752,118216,64,17.56,0.016,7.3,0.958,0.042,3.191,-0.002,0.1005,0.0045,0.042,,,,,,,,,,
442,15.657,57933824,113267,83,15.02,0.012,7.4,0.966,0.034,3.206,-0.0018,0.1317,0.0048,0.044,,,,,,,,,,
443,15.676,58064896,113868,67,16.91,0.015,7.55,0.957,0.043,3.19,-0.0021,0.1174,0.0041,0.037,,,,,,,,,,
444,15.707,58195968,70059,73,17.12,0.027,7.56,0.963,0.037,3.184,-0.0017,0.1296,0.004,0.038,,,,,,,,,,
445,15.727,58327040,110955,72,17.56,0.014,7.38,0.96,0.04,3.204,-0.002,0.128,0.0047,0.042,,,,,,,,,,
446,15.745,58458112,118335,74,16.39,0.014,7.69,0.87,0.13,3.195,-0.0019,0.1358,0.0045,0.036,,,,,,,,,,
447,15.765,58589184,110649,61,15.32,0.0,8.1,0.75,0.25,3.173,-0.002,0.1364,0.0043,0.04,,,,,,,,,,
448,15.785,58720256,111560,70,17.2,0.043,7.69,0.864,0.091,3.204,-0.0022,0.1299,0.0048,0.044,,,,,,,,,,
449,15.804,58851328,113659,117,13.57,0.009,7.44,0.938,0.062,3.194,-0.0019,0.163,0.0045,0.04,,,,,,,,,,
450,16.002,58982400,105456,48,15.34,0.0,7.85,1.0,0.0,3.242,-0.0022,0.1111,0.0046,0.04,0.99,0.01,0.68,1.0,0.0,0.75,0.772,0.53,0.11,0.92
451,16.024,59113472,99732,47,13.22,0.0,7.13,0.875,0.125,3.2,-0.0022,0.1087,0.0046,0.036,,,,,,,,,,
452,16.043,59244544,117844,85,17.43,0.047,7.44,0.957,0.043,3.181,-0.0022,0.1477,0.0042,0.033,,,,,,,,,,
453,16.062,59375616,112071,101,12.81,0.0,7.22,0.957,0.043,3.184,-0.0022,0.1537,0.0042,0.038,,,,,,,,,,
454,16.081,59506688,114213,63,14.41,0.032,7.67,0.889,0.111,3.201,-0.0023,0.1166,0.004,0.039,,,,,,,,,,
455,16.106,59637760,87576,69,14.15,0.014,7.38,0.909,0.091,3.205,-0.0019,0.1377,0.0042,0.044,,,,,,,,,,
456,16.127,59768832,105131,72,14.09,0.028,7.24,1.0,0.0,3.182,-0.0023,0.1322,0.0046,0.042,,,,,,,,,,
457,16.148,59899904,105285,64,16.11,0.0,7.36,0.947,0.053,3.133,-0.0024,0.1295,0.0047,0.038,,,,,,,,,,
458,16.18,60030976,68054,73,14.92,0.027,7.53,1.0,0.0,3.154,-0.0022,0.1286,0.004,0.039,,,,,,,,,,
459,16.199,60162048,114504,72,13.86,0.028,7.0,0.973,0.027,3.113,-0.0022,0.1257,0.0044,0.036,,,,,,,,,,
460,16.219,60293120,111625,57,18.12,0.035,7.32,1.0,0.0,3.143,-0.0019,0.1114,0.0041,0.035,,,,,,,,,,
461,16.238,60424192,113366,56,15.97,0.018,7.25,1.0,0.0,3.129,-0.002,0.1108,0.004,0.034,,,,,,,,,,
462,16.258,60555264,109112,56,19.03,0.018,7.29,1.0,0.0,3.093,-0.0022,0.1178,0.0044,0.036,,,,,,,,,,
463,16.278,60686336,109445,83,14.91,0.012,7.18,0.976,0.024,3.116,-0.0017,0.1213,0.0037,0.03,,,,,,,,,,
464,16.307,60817408,75515,82,13.52,0.024,7.21,1.0,0.0,3.124,-0.002,0.1228,0.0038,0.032,,,,,,,,,,
465,16.502,60948480,108771,50,18.49,0.0,7.64,1.0,0.0,3.121,-0.002,0.1167,0.0048,0.041,1.0,0.0,0.668,1.0,0.0,0.691,0.773,0.675,0.2,0.861
466,16.522,61079552,109055,71,15.56,0.056,7.48,0.97,0.03,3.131,-0.0018,0.1303,0.004,0.035,,,,,,,,,,
467,16.541,61210624,111961,88,14.29,0.0,7.28,1.0,0.0,3.142,-0.0019,0.1346,0.0041,0.04,,,,,,,,,,
468,16.561,61341696,110385,52,15.29,0.019,7.31,0.957,0.043,3.137,-0.0018,0.0903,0.0041,0.036,,,,,,,,,,
469,16.593,61472768,68580,65,15.82,0.0,7.77,0.889,0.111,3.119,-0.0019,0.1362,0.0045,0.036,,,,,,,,,,
470,16.616,61603840,95891,69,11.82,0.0,6.87,1.0,0.0,3.137,-0.002,0.1181,0.004,0.037,,,,,,,,,,
471,16.635,61734912,112984,61,16.41,0.049,7.21,1.0,0.0,3.14,-0.0019,0.1042,0.0045,0.037,,,,,,,,,,
472,16.655,61865984,111315,77,12.94,0.039,6.94,1.0,0.0,3.124,-0.0019,0.1195,0.0048,0.042,,,,,,,,,,
473,16.674,61997056,114840,38,21.9,0.0,7.97,0.833,0.167,3.132,-0.0017,0.1048,0.004,0.037,,,,,,,,,,
474,16.692,62128128,118470,60,17.1,0.033,7.32,0.966,0.0,3.135,-0.0021,0.1106,0.0043,0.04,,,,,,,,,,
475,16.713,62259200,103573,80,14.79,0.025,7.16,0.955,0.023,3.139,-0.0019,0.1114,0.0044,0.041,,,,,,,,,,
476,16.741,62390272,78045,65,17.63,0.062,7.23,1.0,0.0,3.172,-0.0018,0.0925,0.0037,0.033,,,,,,,,,,
477,16.774,62521344,66658,55,19.44,0.091,7.49,0.947,0.053,3.173,-0.0022,0.1038,0.0043,0.039,,,,,,,,,,
478,16.805,62652416,69824,62,17.36,0.048,7.26,1.0,0.0,3.165,-0.0017,0.1107,0.0042,0.038,,,,,,,,,,
479,16.828,62783488,94466,65,21.18,0.046,7.51,0.944,0.056,3.197,-0.0022,0.0995,0.0048,0.048,,,,,,,,,,
480,17.011,62914560,113512,59,18.17,0.034,7.34,0.964,0.036,3.199,-0.0022,0.0916,0.0042,0.038,1.0,0.0,0.635,1.0,0.0,0.708,0.732,0.72,0.025,0.921
481,17.032,63045632,105056,53,23.39,0.113,7.64,1.0,0.0,3.206,-0.0017,0.1068,0.0044,0.038,,,,,,,,,,
482,17.053,63176704,105304,49,21.17,0.041,7.67,1.0,0.0,3.202,-0.0017,0.0913,0.0044,0.035,,,,,,,,,,
483,17.085,63307776,68174,52,20.81,0.038,7.81,1.0,0.0,3.214,-0.0018,0.1081,0.0044,0.037,,,,,,,,,,
484,17.104,63438848,115502,60,19.25,0.067,7.63,0.882,0.118,3.222,-0.002,0.1028,0.0045,0.042,,,,,,,,,,
485,17.123,63569920,113058,50,17.43,0.04,7.58,0.85,0.1,3.241,-0.0023,0.0926,0.0049,0.047,,,,,,,,,,
486,17.143,63700992,112378,44,21.2,0.114,7.75,1.0,0.0,3.224,-0.0018,0.0807,0.0047,0.037,,,,,,,,,,
487,17.162,63832064,114414,41,21.55,0.024,7.95,0.909,0.091,3.24,-0.0019,0.0792,0.0046,0.039,,,,,,,,,,
488,17.18,63963136,119716,53,19.1,0.057,7.45,1.0,0.0,3.243,-0.0021,0.0981,0.0046,0.044,,,,,,,,,,
489,17.198,64094208,119137,50,16.74,0.02,7.52,0.893,0.107,3.239,-0.0019,0.0775,0.0045,0.04,,,,,,,,,,
490,17.217,64225280,119166,58,19.73,0.034,7.36,0.966,0.034,3.242,-0.0018,0.0939,0.0045,0.037,,,,,,,,,,
491,17.235,64356352,120659,57,20.25,0.035,7.54,1.0,0.0,3.234,-0.0023,0.1024,0.0047,0.041,,,,,,,,,,
492,17.253,64487424,118456,44,18.37,0.045,7.5,1.0,0.0,3.256,-0.0023,0.0654,0.0046,0.045,,,,,,,,,,
493,17.272,64618496,120151,41,27.02,0.073,7.8,0.875,0.125,3.264,-0.0022,0.0854,0.0051,0.048,,,,,,,,,,
494,17.29,64749568,119589,31,24.59,0.032,7.84,1.0,0.0,3.276,-0.002,0.0638,0.0051,0.047,,,,,,,,,,
495,17.501,64880640,108367,23,23.74,0.13,7.57,0.875,0.125,3.281,-0.0021,0.0493,0.0044,0.039,0.985,0.0,0.592,1.0,0.0,0.789,0.692,0.65,0.025,0.946
496,17.52,65011712,114224,39,21.26,0.026,7.59,0.929,0.071,3.265,-0.0023,0.0784,0.005,0.052,,,,,,,,,,
497,17.54,65142784,110502,50,24.29,0.08,7.86,1.0,0.0,3.27,-0.002,0.0829,0.0045,0.045,,,,,,,,,,
498,17.558,65273856,119797,38,26.01,0.105,7.24,0.889,0.111,3.282,-0.0022,0.0682,0.0049,0.043,,,,,,,,,,
499,17.577,65404928,111915,58,26.86,0.086,7.67,0.895,0.105,3.286,-0.0023,0.0901,0.0051,0.046,,,,,,,,,,
500,17.597,65536000,110385,72,20.5,0.083,7.12,1.0,0.0,3.299,-0.0021,0.0786,0.005,0.046,,,,,,,,,,
501,17.623,65667072,85207,50,22.83,0.1,7.18,1.0,0.0,3.281,-0.002,0.0901,0.0047,0.046,,,,,,,,,,
502,17.646,65798144,94923,41,20.73,0.073,6.93,1.0,0.0,3.263,-0.002,0.0669,0.0045,0.041,,,,,,,,,,
503,17.665,65929216,116001,66,20.05,0.106,6.85,1.0,0.0,3.236,-0.0024,0.0846,0.0047,0.047,,,,,,,,,,
504,17.683,66060288,118785,55,21.34,0.109,7.33,0.957,0.043,3.25,-0.0024,0.1006,0.0045,0.042,,,,,,,,,,
505,17.702,66191360,112866,52,26.8,0.212,7.35,0.909,0.091,3.232,-0.0019,0.0745,0.0042,0.036,,,,,,,,,,
506,17.721,66322432,118991,59,20.7,0.068,7.36,1.0,0.0,3.233,-0.002,0.1048,0.0044,0.039,,,,,,,,,,
507,17.739,66453504,120047,56,15.91,0.071,6.82,1.0,0.0,3.241,-0.0022,0.0635,0.0044,0.039,,,,,,,,,,
508,17.758,66584576,117559,67,21.26,0.09,7.21,1.0,0.0,3.23,-0.002,0.0883,0.0049,0.037,,,,,,,,,,
509,17.776,66715648,117221,64,18.97,0.094,7.52,0.962,0.038,3.232,-0.0024,0.0876,0.0045,0.044,,,,,,,,,,
510,18.05,66846720,118029,57,19.49,0.053,7.37,0.955,0.045,3.218,-0.0019,0.1151,0.0043,0.037,0.98,0.005,0.593,1.0,0.0,0.893,0.699,0.92,0.005,0.901
511,18.069,66977792,114694,72,18.5,0.097,7.31,1.0,0.0,3.176,-0.0019,0.0962,0.0047,0.04,,,,,,,,,,
512,18.088,67108864,112877,72,17.29,0.069,7.67,0.962,0.038,3.18,-0.002,0.1128,0.0039,0.037,,,,,,,,,,
513,18.107,67239936,116012,65,18.63,0.077,7.29,1.0,0.0,3.157,-0.0022,0.0891,0.0049,0.041,,,,,,,,,,
514,18.127,67371008,112044,58,17.3,0.034,7.53,1.0,0.0,3.146,-0.0021,0.0909,0.0047,0.045,,,,,,,,,,
515,18.145,67502080,119110,61,16.59,0.049,7.41,1.0,0.0,3.145,-0.0018,0.0984,0.0042,0.038,,,,,,,,,,
516,18.166,67633152,105140,82,16.54,0.037,7.44,1.0,0.0,3.14,-0.0015,0.1038,0.0039,0.034,,,,,,,,,,
517,18.199,67764224,66704,64,19.57,0.031,7.38,0.964,0.036,3.121,-0.0019,0.1064,0.0044,0.035,,,,,,,,,,
518,18.219,67895296,107345,67,16.14,0.06,7.16,1.0,0.0,3.098,-0.0022,0.1015,0.0045,0.041,,,,,,,,,,
519,18.252,68026368,66578,63,16.0,0.0,7.59,0.963,0.037,3.097,-0.0023,0.122,0.0043,0.036,,,,,,,,,,
520,18.271,68157440,113058,90,18.29,0.078,7.3,0.97,0.03,3.091,-0.0019,0.1164,0.0034,0.029,,,,,,,,,,
521,18.291,68288512,107975,72,15.19,0.042,7.18,1.0,0.0,3.092,-0.0019,0.1201,0.004,0.034,,,,,,,,,,
522,18.311,68419584,109890,77,15.81,0.052,7.32,0.969,0.031,3.073,-0.0021,0.1252,0.0039,0.036,,,,,,,,,,
523,18.331,68550656,113460,70,15.78,0.014,7.66,0.962,0.038,3.06,-0.002,0.1363,0.0042,0.034,,,,,,,,,,
524,18.351,68681728,107522,58,18.43,0.034,7.93,1.0,0.0,3.046,-0.0022,0.1356,0.0049,0.042,,,,,,,,,,
525,18.625,68812800,76260,84,13.41,0.024,7.24,0.976,0.024,3.034,-0.0023,0.1299,0.0038,0.035,0.99,0.005,0.619,0.995,0.0,0.935,0.703,0.825,0.0,0.932
526,18.655,68943872,73653,86,15.53,0.047,7.62,0.974,0.026,3.035,-0.0019,0.1293,0.0038,0.033,,,,,,,,,,
527,18.675,69074944,109761,47,17.66,0.0,7.91,0.8,0.2,3.028,-0.0021,0.1087,0.0043,0.037,,,,,,,,,,
528,18.694,69206016,115281,77,15.53,0.013,7.79,1.0,0.0,2.993,-0.0018,0.1704,0.004,0.035,,,,,,,,,,
529,18.713,69337088,113336,104,14.07,0.0,7.59,1.0,0.0,3.002,-0.002,0.1688,0.0042,0.046,,,,,,,,,,
530,18.734,69468160,104561,70,15.82,0.014,7.91,1.0,0.0,2.986,-0.002,0.1399,0.0039,0.036,,,,,,,,,,
531,18.753,69599232,114933,80,14.78,0.025,7.88,0.879,0.121,2.983,-0.002,0.1487,0.0039,0.035,,,,,,,,,,
532,18.773,69730304,105627,73,13.67,0.027,7.41,1.0,0.0,2.985,-0.0019,0.1336,0.0044,0.035,,,,,,,,,,
533,18.799,69861376,87247,59,15.37,0.051,7.59,0.933,0.067,2.968,-0.0018,0.1328,0.0039,0.033,,,,,,,,,,
534,18.831,69992448,67511,61,15.44,0.016,8.0,0.889,0.111,2.989,-0.002,0.1253,0.0047,0.042,,,,,,,,,,
535,18.857,70123520,85176,73,14.63,0.041,7.64,0.963,0.037,3.001,-0.0018,0.1383,0.0045,0.039,,,,,,,,,,
536,18.876,70254592,113263,74,14.35,0.014,7.53,0.973,0.027,3.026,-0.0018,0.1273,0.0036,0.031,,,,,,,,,,
537,18.897,70385664,102515,69,13.62,0.014,7.39,0.969,0.031,3.013,-0.0014,0.1095,0.0043,0.037,,,,,,,,,,
538,18.917,70516736,111258,73,13.46,0.027,7.32,0.969,0.031,3.017,-0.0021,0.109,0.0044,0.041,,,,,,,,,,
539,18.937,70647808,109547,71,14.55,0.028,7.48,1.0,0.0,3.007,-0.0019,0.1156,0.0039,0.036,,,,,,,,,,
540,19.202,70778880,83751,63,12.56,0.0,7.14,1.0,0.0,3.019,-0.0018,0.0897,0.0041,0.036,0.98,0.02,0.619,1.0,0.0,0.942,0.723,0.925,0.0,0.915
541,19.223,70909952,107998,71,16.57,0.056,7.41,0.966,0.034,2.997,-0.0022,0.1214,0.0045,0.043,,,,,,,,,,
542,19.243,71041024,108402,70,16.14,0.014,7.29,1.0,0.0,3.01,-0.002,0.1027,0.0044,0.044,,,,,,,,,,
543,19.263,71172096,109831,54,17.4,0.037,7.65,0.933,0.067,2.975,-0.0021,0.0841,0.0052,0.043,,,,,,,,,,
544,19.282,71303168,111357,44,18.7,0.023,7.68,1.0,0.0,2.99,-0.0022,0.0909,0.0039,0.034,,,,,,,,,,
545,19.301,71434240,118953,57,15.99,0.018,7.61,1.0,0.0,2.99,-0.0019,0.0956,0.0043,0.033,,,,,,,,,,
546,19.319,71565312,120134,75,16.31,0.027,7.45,0.972,0.028,2.986,-0.0019,0.1279,0.0047,0.043,,,,,,,,,,
547,19.341,71696384,97855,81,15.16,0.0,7.38,1.0,0.0,3.028,-0.0019,0.1182,0.0046,0.036,,,,,,,,,,
548,19.361,71827456,112493,65,19.86,0.077,7.75,1.0,0.0,3.009,-0.0021,0.1066,0.0046,0.039,,,,,,,,,,
549,19.382,71958528,104851,63,15.27,0.048,7.68,1.0,0.0,2.986,-0.0023,0.11,0.0045,0.037,,,,,,,,,,
550,19.412,72089600,72905,93,16.73,0.032,7.72,0.974,0.026,2.996,-0.0014,0.1567,0.0037,0.03,,,,,,,,,,
551,19.444,72220672,67635,79,14.23,0.013,7.56,1.0,0.0,2.989,-0.0016,0.1212,0.0041,0.033,,,,,,,,,,
552,19.471,72351744,79338,63,19.32,0.048,7.78,1.0,0.0,2.981,-0.0019,0.142,0.0043,0.038,,,,,,,,,,
553,19.49,72482816,118935,81,14.1,0.012,7.36,1.0,0.0,2.957,-0.0021,0.1272,0.0046,0.041,,,,,,,,,,
554,19.508,72613888,119720,75,14.75,0.04,7.53,1.0,0.0,2.968,-0.0013,0.1125,0.0036,0.026,,,,,,,,,,
555,19.803,72744960,120559,52,18.3,0.077,7.75,0.933,0.067,2.955,-0.0018,0.0955,0.0038,0.03,0.995,0.0,0.663,0.975,0.0,0.989,0.759,0.93,0.0,0.918
556,19.821,72876032,122118,45,16.21,0.067,7.6,0.846,0.154,2.952,-0.0019,0.0937,0.0044,0.038,,,,,,,,,,
557,19.841,73007104,106106,47,19.8,0.021,7.98,1.0,0.0,2.919,-0.0019,0.1161,0.004,0.032,,,,,,,,,,
558,19.861,73138176,114067,73,16.01,0.0,7.58,0.909,0.091,2.939,-0.0019,0.1222,0.0044,0.039,,,,,,,,,,
559,19.883,73269248,98572,94,14.13,0.0,7.48,0.979,0.021,2.952,-0.002,0.1454,0.0047,0.041,,,,,,,,,,
560,19.913,73400320,71778,58,21.12,0.069,7.72,0.8,0.2,2.985,-0.0019,0.0942,0.0043,0.036,,,,,,,,,,
561,19.932,73531392,113383,46,16.5,0.022,7.48,1.0,0.0,2.978,-0.0019,0.0856,0.0048,0.039,,,,,,,,,,
562,19.952,73662464,112037,76,14.33,0.039,7.13,1.0,0.0,2.961,-0.0018,0.0973,0.0037,0.035,,,,,,,,,,
563,19.97,73793536,118221,69,16.2,0.058,7.14,1.0,0.0,2.987,-0.0021,0.096,0.0043,0.043,,,,,,,,,,
564,19.99,73924608,113486,62,14.24,0.032,6.94,1.0,0.0,2.982,-0.0013,0.0946,0.004,0.032,,,,,,,,,,
565,20.011,74055680,100416,78,12.98,0.026,6.87,1.0,0.0,2.959,-0.0017,0.1187,0.0042,0.04,,,,,,,,,,
566,20.044,74186752,67170,56,18.2,0.054,7.45,1.0,0.0,2.961,-0.002,0.0995,0.0039,0.032,,,,,,,,,,
567,20.076,74317824,67918,66,17.31,0.03,7.64,1.0,0.0,2.948,-0.0017,0.1343,0.004,0.033,,,,,,,,,,
568,20.094,74448896,119559,105,14.21,0.019,7.2,1.0,0.0,2.954,-0.0016,0.1548,0.005,0.044,,,,,,,,,,
569,20.113,74579968,115075,67,16.59,0.045,7.34,1.0,0.0,2.953,-0.0018,0.1197,0.0042,0.039,,,,,,,,,,
570,20.362,74711040,120283,34,22.39,0.029,7.68,1.0,0.0,2.922,-0.0019,0.089,0.0039,0.036,0.995,0.0,0.656,0.985,0.0,0.949,0.756,0.905,0.005,0.88
571,20.38,74842112,120039,74,14.88,0.054,6.84,0.975,0.025,2.901,-0.0017,0.1072,0.0041,0.037,,,,,,,,,,
572,20.4,74973184,109311,63,17.9,0.063,7.24,1.0,0.0,2.912,-0.0021,0.1037,0.0042,0.038,,,,,,,,,,
573,20.425,75104256,85985,51,15.97,0.0,7.43,0.941,0.059,2.902,-0.0018,0.087,0.0038,0.036,,,,,,,,,,
574,20.444,75235328,114740,72,17.28,0.028,7.47,1.0,0.0,2.892,-0.0017,0.1193,0.0044,0.039,,,,,,,,,,
575,20.464,75366400,113616,85,14.43,0.047,6.79,1.0,0.0,2.901,-0.0023,0.106,0.0046,0.042,,,,,,,,,,
576,20.482,75497472,119066,73,15.21,0.068,7.18,1.0,0.0,2.9,-0.0016,0.1214,0.0046,0.042,,,,,,,,,,
