iter,minutes,agent_steps,sps,episodes,ep_len_s,draw_rate,hits_per_ep,pool_win,pool_loss,entropy,pg_loss,v_loss,kl,clipfrac,rule_win,rule_loss,rule_dodge,random_win,random_loss,random_dodge,lateral,strafer_win,strafer_loss,strafer_dodge
1162,39.148,152305664,92176,54,18.78,0.093,8.15,0.846,0.154,2.41,-0.0015,0.0917,0.0023,0.015,,,,,,,,,,
1163,39.181,152436736,66150,49,21.95,0.143,7.9,0.857,0.143,2.426,-0.0015,0.08,0.0026,0.017,,,,,,,,,,
1164,39.208,152567808,80987,55,17.71,0.127,7.8,0.966,0.034,2.44,-0.0017,0.0602,0.0034,0.021,,,,,,,,,,
1165,39.228,152698880,111971,75,20.45,0.16,7.85,0.871,0.129,2.421,-0.0015,0.0883,0.0025,0.016,,,,,,,,,,
1166,39.247,152829952,114701,48,22.39,0.146,7.94,1.0,0.0,2.429,-0.0015,0.0811,0.0021,0.016,,,,,,,,,,
1167,39.266,152961024,114127,61,19.95,0.197,8.13,0.882,0.118,2.413,-0.0013,0.1136,0.0025,0.014,,,,,,,,,,
1168,39.285,153092096,114999,57,18.52,0.07,8.14,0.9,0.1,2.405,-0.0016,0.0965,0.003,0.018,,,,,,,,,,
1169,39.304,153223168,113665,52,18.86,0.096,8.02,0.867,0.133,2.395,-0.0013,0.082,0.0024,0.016,,,,,,,,,,
1170,39.397,153354240,115277,37,20.93,0.216,8.19,0.714,0.286,2.387,-0.0013,0.072,0.0025,0.015,0.99,0.005,0.508,1.0,0.0,0.524,0.598,0.985,0.01,0.661
1171,39.417,153485312,105312,73,20.89,0.096,8.23,0.783,0.13,2.4,-0.0016,0.1301,0.0026,0.021,,,,,,,,,,
1172,39.437,153616384,109742,54,18.69,0.056,8.24,1.0,0.0,2.427,-0.0012,0.0913,0.0021,0.011,,,,,,,,,,
1173,39.457,153747456,108562,44,23.2,0.159,7.89,0.8,0.2,2.399,-0.0018,0.0773,0.0031,0.023,,,,,,,,,,
1174,39.482,153878528,89144,54,19.82,0.111,8.37,0.857,0.143,2.366,-0.0012,0.1075,0.0025,0.014,,,,,,,,,,
1175,39.508,154009600,82778,55,19.59,0.073,8.15,0.933,0.0,2.369,-0.0013,0.0912,0.0025,0.014,,,,,,,,,,
1176,39.532,154140672,90955,53,19.61,0.094,8.21,0.636,0.273,2.38,-0.0017,0.0948,0.0026,0.018,,,,,,,,,,
1177,39.559,154271744,82269,57,19.4,0.105,8.28,0.842,0.105,2.371,-0.0016,0.1164,0.0024,0.018,,,,,,,,,,
1178,39.582,154402816,92716,65,18.71,0.092,8.03,0.963,0.037,2.374,-0.0012,0.0952,0.0019,0.013,,,,,,,,,,
1179,39.604,154533888,100549,44,25.5,0.205,7.91,1.0,0.0,2.368,-0.0014,0.0628,0.0024,0.02,,,,,,,,,,
1180,39.626,154664960,98301,47,19.03,0.149,8.21,1.0,0.0,2.367,-0.0016,0.0827,0.0027,0.019,,,,,,,,,,
1181,39.65,154796032,92727,66,20.74,0.121,8.08,0.875,0.125,2.383,-0.0014,0.0969,0.0026,0.017,,,,,,,,,,
1182,39.683,154927104,65480,51,18.21,0.059,8.14,0.917,0.083,2.392,-0.0015,0.0836,0.0022,0.016,,,,,,,,,,
1183,39.71,155058176,82974,40,21.84,0.1,8.03,0.75,0.0,2.381,-0.0016,0.0847,0.0023,0.017,,,,,,,,,,
1184,39.735,155189248,88173,67,18.18,0.075,8.13,0.857,0.107,2.384,-0.0013,0.1202,0.0022,0.015,,,,,,,,,,
1185,39.859,155320320,62456,58,18.03,0.069,8.09,1.0,0.0,2.383,-0.0014,0.0922,0.002,0.019,0.96,0.025,0.511,1.0,0.0,0.618,0.6,0.995,0.005,0.668
1186,39.889,155451392,72634,48,22.49,0.083,8.29,0.824,0.176,2.382,-0.0012,0.0871,0.0023,0.016,,,,,,,,,,
1187,39.91,155582464,106280,61,18.55,0.115,7.97,0.913,0.087,2.404,-0.0013,0.1071,0.0026,0.02,,,,,,,,,,
1188,39.936,155713536,82219,45,22.23,0.089,8.18,0.9,0.1,2.393,-0.0016,0.0787,0.0027,0.019,,,,,,,,,,
1189,39.971,155844608,63469,59,21.25,0.119,7.98,0.87,0.087,2.372,-0.0015,0.0899,0.0026,0.019,,,,,,,,,,
1190,40.002,155975680,70172,35,22.1,0.171,7.86,1.0,0.0,2.373,-0.0015,0.0633,0.003,0.018,,,,,,,,,,
