iter,minutes,agent_steps,sps,episodes,ep_len_s,draw_rate,hits_per_ep,pool_win,pool_loss,entropy,pg_loss,v_loss,kl,clipfrac,rule_win,rule_loss,rule_dodge,random_win,random_loss,random_dodge,lateral,strafer_win,strafer_loss,strafer_dodge,v1_win,v1_loss,v1_dodge
374,23.867,49020928,65202,23,34.98,0.174,7.7,0.0,1.0,2.615,-0.0026,0.0479,0.0063,0.066,,,,,,,,,,,,,
375,23.9,49152000,65501,22,39.26,0.273,6.91,0.4,0.6,2.6,-0.0028,0.0424,0.0044,0.046,,,,,,,,,,,,,
376,23.934,49283072,64894,40,37.72,0.125,7.88,0.222,0.556,2.596,-0.0033,0.0583,0.0056,0.058,,,,,,,,,,,,,
377,23.968,49414144,64618,33,38.9,0.242,7.45,1.0,0.0,2.638,-0.0024,0.0606,0.0054,0.053,,,,,,,,,,,,,
378,24.006,49545216,57074,22,35.62,0.318,6.73,1.0,0.0,2.643,-0.003,0.038,0.0043,0.048,,,,,,,,,,,,,
379,24.045,49676288,56287,36,40.91,0.306,7.03,0.375,0.25,2.644,-0.0032,0.0547,0.0053,0.056,,,,,,,,,,,,,
380,24.082,49807360,59444,26,42.13,0.346,6.85,0.286,0.286,2.655,-0.0026,0.0388,0.0046,0.046,,,,,,,,,,,,,
381,24.114,49938432,66461,19,35.99,0.105,8.16,0.667,0.333,2.662,-0.0026,0.0393,0.0053,0.053,,,,,,,,,,,,,
382,24.148,50069504,64429,32,41.03,0.375,6.88,0.625,0.125,2.657,-0.0027,0.0409,0.0049,0.056,,,,,,,,,,,,,
383,24.182,50200576,65581,30,44.93,0.433,5.97,0.545,0.182,2.663,-0.0028,0.0405,0.0062,0.065,,,,,,,,,,,,,
384,24.213,50331648,69131,37,37.63,0.324,6.97,1.0,0.0,2.664,-0.0027,0.0499,0.0057,0.064,,,,,,,,,,,,,
385,24.246,50462720,67431,32,38.54,0.344,7.06,0.889,0.111,2.671,-0.0032,0.05,0.0057,0.062,,,,,,,,,,,,,
386,24.287,50593792,53073,30,35.67,0.233,6.83,0.667,0.333,2.682,-0.0026,0.0594,0.0054,0.059,,,,,,,,,,,,,
387,24.325,50724864,56927,35,35.57,0.143,7.49,0.571,0.429,2.682,-0.0032,0.0488,0.0061,0.07,,,,,,,,,,,,,
388,24.358,50855936,66529,30,37.08,0.233,7.7,0.25,0.375,2.672,-0.0028,0.0519,0.0054,0.06,,,,,,,,,,,,,
389,24.39,50987008,68754,31,37.94,0.194,7.26,0.714,0.0,2.68,-0.0025,0.0571,0.0057,0.066,,,,,,,,,,,,,
390,24.422,51118080,69111,26,35.42,0.308,6.27,0.4,0.3,2.666,-0.003,0.0341,0.0048,0.048,,,,,,,,,,,,,
391,24.453,51249152,69966,22,40.43,0.318,6.55,1.0,0.0,2.653,-0.0031,0.0398,0.0052,0.049,,,,,,,,,,,,,
392,24.488,51380224,61815,27,39.24,0.259,6.56,0.625,0.125,2.658,-0.0026,0.0428,0.0048,0.053,,,,,,,,,,,,,
393,24.521,51511296,66291,35,41.53,0.371,7.0,0.5,0.25,2.655,-0.0027,0.0617,0.0049,0.05,,,,,,,,,,,,,
394,24.554,51642368,65411,27,34.99,0.222,7.26,0.75,0.25,2.66,-0.0028,0.0531,0.005,0.053,,,,,,,,,,,,,
395,24.59,51773440,61807,20,38.48,0.25,6.8,0.5,0.333,2.657,-0.0026,0.0391,0.0049,0.052,,,,,,,,,,,,,
396,24.623,51904512,66292,31,38.96,0.29,7.13,0.286,0.286,2.634,-0.0031,0.061,0.0063,0.076,,,,,,,,,,,,,
397,24.654,52035584,69502,31,34.15,0.161,7.55,0.667,0.167,2.643,-0.0029,0.0522,0.0049,0.053,,,,,,,,,,,,,
398,24.687,52166656,66705,31,39.36,0.258,6.71,0.0,0.5,2.64,-0.0026,0.0602,0.0048,0.051,,,,,,,,,,,,,
399,24.728,52297728,53171,30,38.7,0.233,6.7,0.333,0.333,2.647,-0.0031,0.0582,0.0058,0.055,,,,,,,,,,,,,
400,26.054,52428800,63156,33,37.66,0.212,7.18,0.0,0.714,2.653,-0.0031,0.056,0.0052,0.052,0.88,0.045,0.772,,,,0.716,0.96,0.015,0.718,0.76,0.105,0.948
401,26.106,52559872,42041,34,34.33,0.118,7.76,0.333,0.333,2.662,-0.0025,0.0505,0.004,0.044,,,,,,,,,,,,,
402,26.156,52690944,43394,25,39.6,0.28,7.0,1.0,0.0,2.671,-0.003,0.0508,0.0058,0.057,,,,,,,,,,,,,
403,26.196,52822016,54968,23,37.01,0.217,7.39,0.375,0.5,2.67,-0.0031,0.0398,0.0049,0.053,,,,,,,,,,,,,
404,26.241,52953088,48538,32,37.61,0.344,6.81,0.6,0.0,2.683,-0.0032,0.0461,0.0054,0.059,,,,,,,,,,,,,
405,26.291,53084160,43554,26,39.8,0.231,7.04,0.6,0.2,2.688,-0.0025,0.0414,0.005,0.05,,,,,,,,,,,,,
406,26.333,53215232,51777,28,37.96,0.214,6.89,0.571,0.429,2.688,-0.0023,0.0536,0.0055,0.061,,,,,,,,,,,,,
407,26.376,53346304,51301,26,37.31,0.192,7.77,0.571,0.286,2.679,-0.0031,0.044,0.0055,0.055,,,,,,,,,,,,,
408,26.425,53477376,44767,29,37.28,0.207,7.03,0.556,0.333,2.657,-0.0028,0.0455,0.0047,0.05,,,,,,,,,,,,,
409,26.462,53608448,58599,20,35.97,0.2,6.6,0.333,0.333,2.648,-0.0028,0.0375,0.0047,0.053,,,,,,,,,,,,,
410,26.496,53739520,63789,28,35.82,0.179,7.89,0.5,0.25,2.677,-0.0028,0.0461,0.0048,0.054,,,,,,,,,,,,,
411,26.531,53870592,63052,35,43.35,0.343,6.43,0.167,0.0,2.661,-0.0032,0.0586,0.0053,0.053,,,,,,,,,,,,,
412,26.575,54001664,49959,32,37.66,0.281,6.44,0.75,0.25,2.66,-0.0031,0.0511,0.0057,0.062,,,,,,,,,,,,,
413,26.612,54132736,58962,25,37.59,0.2,7.16,0.5,0.25,2.651,-0.0027,0.0392,0.0045,0.046,,,,,,,,,,,,,
414,26.646,54263808,63745,23,36.13,0.217,7.35,0.5,0.333,2.635,-0.0025,0.0392,0.0051,0.06,,,,,,,,,,,,,
415,26.68,54394880,65111,24,41.19,0.375,6.46,0.0,0.4,2.623,-0.003,0.0433,0.0049,0.057,,,,,,,,,,,,,
416,26.713,54525952,66006,26,38.1,0.231,6.92,0.4,0.4,2.635,-0.0029,0.0399,0.0052,0.06,,,,,,,,,,,,,
417,26.746,54657024,65092,28,47.45,0.429,6.11,0.571,0.143,2.633,-0.0025,0.0376,0.0046,0.044,,,,,,,,,,,,,
418,26.78,54788096,65046,21,34.91,0.19,7.43,0.429,0.143,2.648,-0.003,0.0313,0.0051,0.053,,,,,,,,,,,,,
419,26.815,54919168,62830,21,34.24,0.095,7.48,0.5,0.5,2.619,-0.0026,0.0331,0.0052,0.053,,,,,,,,,,,,,
420,26.849,55050240,63630,27,44.01,0.37,6.22,0.375,0.25,2.616,-0.0028,0.0381,0.006,0.062,,,,,,,,,,,,,
421,26.883,55181312,64801,21,45.9,0.476,5.76,0.5,0.5,2.586,-0.003,0.0339,0.0048,0.053,,,,,,,,,,,,,
422,26.916,55312384,64845,27,41.57,0.37,5.78,0.5,0.0,2.606,-0.003,0.0329,0.0046,0.047,,,,,,,,,,,,,
423,26.95,55443456,64298,24,42.41,0.375,6.29,0.0,0.4,2.628,-0.0029,0.0402,0.0039,0.042,,,,,,,,,,,,,
424,26.985,55574528,62470,30,40.87,0.3,6.57,0.4,0.2,2.605,-0.003,0.0403,0.0047,0.044,,,,,,,,,,,,,
425,27.021,55705600,61887,31,39.88,0.323,5.71,0.429,0.143,2.608,-0.0029,0.0432,0.0054,0.051,,,,,,,,,,,,,
426,27.055,55836672,63385,30,42.0,0.367,6.17,0.429,0.571,2.617,-0.0025,0.0492,0.0054,0.056,,,,,,,,,,,,,
427,27.09,55967744,62205,24,39.05,0.25,5.83,0.429,0.571,2.627,-0.0029,0.0237,0.006,0.055,,,,,,,,,,,,,
428,27.124,56098816,65461,30,43.89,0.367,6.3,0.286,0.429,2.647,-0.0025,0.0441,0.0051,0.055,,,,,,,,,,,,,
429,27.157,56229888,65754,26,44.44,0.346,5.38,1.0,0.0,2.661,-0.0033,0.038,0.005,0.053,,,,,,,,,,,,,
430,27.191,56360960,65071,30,41.76,0.367,6.7,0.5,0.5,2.654,-0.003,0.0354,0.0045,0.044,,,,,,,,,,,,,
431,27.225,56492032,62937,28,38.3,0.286,6.39,0.364,0.455,2.629,-0.0027,0.0364,0.0049,0.054,,,,,,,,,,,,,
432,27.26,56623104,62917,25,48.2,0.52,5.08,0.25,0.75,2.625,-0.0025,0.0383,0.0041,0.045,,,,,,,,,,,,,
433,27.294,56754176,63726,29,33.72,0.207,6.62,0.2,0.6,2.609,-0.0032,0.042,0.0058,0.06,,,,,,,,,,,,,
434,27.328,56885248,65057,27,43.9,0.481,5.7,0.0,0.0,2.616,-0.0027,0.0421,0.0049,0.05,,,,,,,,,,,,,
435,27.362,57016320,64485,22,35.84,0.318,6.05,0.25,0.25,2.612,-0.0023,0.0386,0.004,0.036,,,,,,,,,,,,,
436,27.397,57147392,62306,24,40.29,0.292,6.12,0.143,0.286,2.613,-0.0028,0.0368,0.004,0.04,,,,,,,,,,,,,
437,27.431,57278464,64110,20,46.98,0.5,5.35,0.0,0.667,2.604,-0.003,0.0345,0.0053,0.054,,,,,,,,,,,,,
438,27.465,57409536,64758,34,42.06,0.382,5.59,0.167,0.333,2.619,-0.0025,0.0328,0.0044,0.039,,,,,,,,,,,,,
439,27.498,57540608,64935,30,38.64,0.3,5.8,1.0,0.0,2.602,-0.0025,0.0459,0.0047,0.048,,,,,,,,,,,,,
440,27.531,57671680,65817,27,40.91,0.444,6.3,0.5,0.167,2.612,-0.0028,0.0336,0.0044,0.044,,,,,,,,,,,,,
441,27.565,57802752,64841,28,41.01,0.286,6.57,0.571,0.0,2.614,-0.0024,0.036,0.0047,0.05,,,,,,,,,,,,,
442,27.599,57933824,64346,26,35.66,0.269,5.73,0.6,0.0,2.595,-0.0023,0.0433,0.0044,0.04,,,,,,,,,,,,,
443,27.632,58064896,65759,27,44.03,0.444,5.04,0.4,0.2,2.598,-0.0029,0.0272,0.0044,0.044,,,,,,,,,,,,,
444,27.665,58195968,65982,25,42.86,0.28,6.84,0.429,0.429,2.592,-0.0028,0.0461,0.0059,0.054,,,,,,,,,,,,,
445,27.7,58327040,64121,35,40.66,0.371,5.89,0.4,0.2,2.592,-0.0026,0.0501,0.0045,0.044,,,,,,,,,,,,,
446,27.733,58458112,65180,23,33.75,0.174,7.04,0.333,0.667,2.566,-0.0028,0.0391,0.0049,0.049,,,,,,,,,,,,,
447,27.766,58589184,66108,26,38.59,0.231,6.65,0.333,0.556,2.545,-0.0032,0.0426,0.0042,0.047,,,,,,,,,,,,,
448,27.8,58720256,65482,38,46.4,0.289,6.42,0.286,0.286,2.55,-0.0025,0.0662,0.0048,0.053,,,,,,,,,,,,,
449,27.833,58851328,64647,29,35.78,0.138,6.76,0.667,0.333,2.556,-0.0029,0.0433,0.0046,0.046,,,,,,,,,,,,,
450,29.141,58982400,63802,32,38.24,0.281,6.66,0.556,0.222,2.536,-0.0024,0.0407,0.0048,0.049,0.88,0.055,0.837,,,,0.725,0.985,0.01,0.703,0.7,0.15,0.945
451,29.176,59113472,62390,22,39.44,0.091,7.32,0.8,0.2,2.518,-0.0029,0.0531,0.005,0.048,,,,,,,,,,,,,
452,29.219,59244544,51490,37,36.23,0.243,6.78,0.333,0.5,2.528,-0.0027,0.0572,0.0046,0.044,,,,,,,,,,,,,
453,29.254,59375616,61959,39,42.25,0.308,6.1,0.1,0.5,2.525,-0.0027,0.0647,0.0047,0.046,,,,,,,,,,,,,
454,29.288,59506688,64632,32,36.15,0.25,6.5,0.0,0.667,2.547,-0.0028,0.052,0.0044,0.041,,,,,,,,,,,,,
455,29.321,59637760,65554,33,35.65,0.182,7.06,0.75,0.125,2.537,-0.0026,0.0555,0.0044,0.042,,,,,,,,,,,,,
456,29.355,59768832,65173,26,38.05,0.269,6.77,0.571,0.286,2.533,-0.0024,0.047,0.0043,0.045,,,,,,,,,,,,,
457,29.388,59899904,65238,27,38.25,0.222,6.85,0.667,0.333,2.528,-0.0027,0.047,0.005,0.054,,,,,,,,,,,,,
458,29.422,60030976,63813,28,38.32,0.286,6.64,0.75,0.25,2.521,-0.0026,0.0465,0.004,0.041,,,,,,,,,,,,,
459,29.457,60162048,63184,31,39.08,0.29,6.48,0.429,0.0,2.513,-0.0027,0.0482,0.0047,0.045,,,,,,,,,,,,,
460,29.491,60293120,63988,23,32.85,0.261,6.17,0.0,1.0,2.504,-0.003,0.0442,0.0042,0.045,,,,,,,,,,,,,
461,29.526,60424192,62173,31,34.99,0.194,7.61,0.636,0.273,2.476,-0.0026,0.0591,0.0046,0.045,,,,,,,,,,,,,
462,29.561,60555264,63172,25,34.88,0.16,7.04,0.625,0.375,2.477,-0.0024,0.0423,0.0037,0.038,,,,,,,,,,,,,
463,29.596,60686336,62647,33,33.01,0.182,6.76,0.429,0.286,2.485,-0.0028,0.0465,0.0043,0.047,,,,,,,,,,,,,
464,29.629,60817408,65246,23,34.5,0.174,6.78,0.333,0.333,2.484,-0.0026,0.0456,0.0043,0.048,,,,,,,,,,,,,
465,29.663,60948480,65094,28,35.96,0.214,7.29,0.5,0.5,2.487,-0.0027,0.0458,0.0053,0.048,,,,,,,,,,,,,
466,29.696,61079552,65621,28,38.57,0.357,6.25,0.4,0.6,2.479,-0.0027,0.0402,0.0044,0.048,,,,,,,,,,,,,
467,29.729,61210624,65418,31,38.4,0.194,7.03,0.857,0.0,2.485,-0.0027,0.0661,0.0042,0.044,,,,,,,,,,,,,
468,29.763,61341696,65765,28,38.12,0.143,7.54,0.333,0.5,2.52,-0.0024,0.0536,0.0038,0.044,,,,,,,,,,,,,
469,29.796,61472768,66099,26,42.34,0.462,5.5,0.25,0.375,2.509,-0.0031,0.0306,0.0047,0.052,,,,,,,,,,,,,
470,29.829,61603840,65350,21,31.51,0.095,7.67,0.6,0.4,2.513,-0.0029,0.0361,0.0048,0.058,,,,,,,,,,,,,
471,29.863,61734912,64933,32,40.33,0.281,6.78,0.429,0.571,2.507,-0.0026,0.048,0.0043,0.048,,,,,,,,,,,,,
472,29.899,61865984,60768,31,47.0,0.29,7.32,0.429,0.286,2.495,-0.0028,0.0465,0.005,0.052,,,,,,,,,,,,,
473,29.935,61997056,59827,29,41.07,0.31,5.97,0.5,0.0,2.484,-0.0029,0.0455,0.0046,0.046,,,,,,,,,,,,,
474,29.969,62128128,65516,26,36.16,0.192,7.35,0.286,0.571,2.489,-0.0026,0.0419,0.0043,0.047,,,,,,,,,,,,,
475,30.003,62259200,63168,37,37.73,0.189,7.57,0.6,0.2,2.479,-0.0024,0.0561,0.0045,0.049,,,,,,,,,,,,,
476,30.038,62390272,63481,34,36.81,0.265,6.91,0.222,0.556,2.49,-0.0024,0.0467,0.004,0.036,,,,,,,,,,,,,
477,30.073,62521344,62290,26,34.13,0.231,6.31,0.667,0.333,2.488,-0.0028,0.0423,0.0042,0.04,,,,,,,,,,,,,
478,30.108,62652416,62186,31,38.18,0.258,6.58,0.4,0.3,2.484,-0.0029,0.0513,0.0049,0.047,,,,,,,,,,,,,
479,30.143,62783488,63184,26,35.74,0.231,7.15,0.75,0.125,2.487,-0.0026,0.0494,0.0043,0.044,,,,,,,,,,,,,
480,30.177,62914560,64249,28,38.41,0.25,6.46,0.25,0.25,2.491,-0.0027,0.0486,0.004,0.038,,,,,,,,,,,,,
481,30.211,63045632,63778,30,37.68,0.2,6.97,0.667,0.333,2.506,-0.0024,0.0561,0.0041,0.04,,,,,,,,,,,,,
482,30.245,63176704,63618,30,41.92,0.333,6.03,0.333,0.333,2.505,-0.003,0.048,0.0043,0.044,,,,,,,,,,,,,
483,30.28,63307776,62469,19,31.24,0.158,6.84,0.5,0.25,2.469,-0.0025,0.0411,0.0042,0.043,,,,,,,,,,,,,
484,30.314,63438848,64277,34,36.87,0.294,6.41,0.375,0.125,2.48,-0.0025,0.0444,0.0044,0.042,,,,,,,,,,,,,
485,30.348,63569920,63949,38,40.93,0.211,7.13,1.0,0.0,2.461,-0.0027,0.0703,0.0054,0.054,,,,,,,,,,,,,
486,30.381,63700992,66225,32,35.41,0.219,7.22,0.714,0.143,2.468,-0.0025,0.0549,0.0042,0.041,,,,,,,,,,,,,
487,30.414,63832064,66832,27,39.34,0.185,7.59,0.0,1.0,2.452,-0.0027,0.0381,0.0042,0.045,,,,,,,,,,,,,
488,30.447,63963136,65791,30,32.82,0.267,7.4,0.6,0.4,2.439,-0.0022,0.0574,0.0043,0.042,,,,,,,,,,,,,
489,30.481,64094208,64195,31,40.48,0.226,6.71,0.444,0.222,2.431,-0.0029,0.0486,0.0038,0.045,,,,,,,,,,,,,
490,30.515,64225280,64595,27,35.65,0.185,7.15,0.667,0.333,2.435,-0.003,0.0507,0.0051,0.053,,,,,,,,,,,,,
491,30.55,64356352,62250,35,39.61,0.257,6.63,0.455,0.364,2.43,-0.0024,0.0496,0.0046,0.045,,,,,,,,,,,,,
492,30.583,64487424,65756,31,33.77,0.129,7.42,0.571,0.286,2.448,-0.0023,0.0462,0.0043,0.046,,,,,,,,,,,,,
493,30.617,64618496,64262,25,39.61,0.24,7.2,0.429,0.571,2.468,-0.0026,0.0337,0.0045,0.045,,,,,,,,,,,,,
494,30.651,64749568,64462,16,39.4,0.25,6.62,0.667,0.167,2.406,-0.0025,0.0295,0.0045,0.048,,,,,,,,,,,,,
495,30.685,64880640,65429,20,37.54,0.25,6.4,0.667,0.167,2.433,-0.0025,0.0297,0.0045,0.046,,,,,,,,,,,,,
496,30.718,65011712,66124,32,44.41,0.406,5.75,0.8,0.2,2.454,-0.0029,0.0352,0.0048,0.048,,,,,,,,,,,,,
497,30.751,65142784,65265,13,36.32,0.077,7.31,0.5,0.5,2.441,-0.0026,0.0259,0.0048,0.046,,,,,,,,,,,,,
498,30.786,65273856,63207,19,35.36,0.053,7.68,0.667,0.333,2.433,-0.0021,0.0407,0.0038,0.037,,,,,,,,,,,,,
499,30.824,65404928,57408,42,39.75,0.286,6.45,0.75,0.125,2.445,-0.0019,0.0472,0.0039,0.033,,,,,,,,,,,,,
500,32.132,65536000,59712,27,40.52,0.296,6.33,0.455,0.273,2.448,-0.0027,0.033,0.0056,0.058,0.815,0.115,0.797,,,,0.708,0.965,0.005,0.716,0.67,0.11,0.964
501,32.166,65667072,63529,20,40.75,0.3,6.65,0.571,0.286,2.444,-0.0028,0.0287,0.0045,0.049,,,,,,,,,,,,,
502,32.198,65798144,68315,24,40.08,0.333,5.96,0.429,0.429,2.443,-0.0027,0.02,0.0045,0.045,,,,,,,,,,,,,
503,32.232,65929216,64423,18,44.42,0.278,7.06,0.667,0.0,2.431,-0.0025,0.0332,0.0046,0.051,,,,,,,,,,,,,
504,32.264,66060288,67806,24,46.89,0.458,5.5,0.0,0.5,2.452,-0.0025,0.0247,0.005,0.054,,,,,,,,,,,,,
505,32.298,66191360,64634,18,42.32,0.389,5.72,0.667,0.333,2.45,-0.0025,0.0223,0.0044,0.041,,,,,,,,,,,,,
506,32.332,66322432,64315,23,40.25,0.348,6.22,0.571,0.0,2.433,-0.0025,0.0393,0.0044,0.046,,,,,,,,,,,,,
507,32.368,66453504,59894,21,44.68,0.381,5.48,0.75,0.0,2.449,-0.0024,0.0304,0.0043,0.045,,,,,,,,,,,,,
508,32.402,66584576,64675,19,36.58,0.211,6.68,1.0,0.0,2.443,-0.0025,0.017,0.0049,0.047,,,,,,,,,,,,,
509,32.433,66715648,70718,22,49.85,0.591,4.95,0.333,0.333,2.459,-0.0028,0.0273,0.0044,0.042,,,,,,,,,,,,,
510,32.467,66846720,64995,33,43.95,0.364,5.58,0.5,0.5,2.454,-0.0027,0.041,0.0048,0.056,,,,,,,,,,,,,
511,32.499,66977792,68639,27,37.05,0.296,5.56,0.714,0.286,2.464,-0.003,0.0409,0.0048,0.054,,,,,,,,,,,,,
512,32.531,67108864,68140,31,45.03,0.355,5.81,0.833,0.0,2.453,-0.0029,0.0268,0.0049,0.054,,,,,,,,,,,,,
513,32.565,67239936,64389,29,43.42,0.448,4.55,0.333,0.333,2.458,-0.0024,0.0225,0.0043,0.046,,,,,,,,,,,,,
514,32.597,67371008,67287,23,41.14,0.348,4.96,0.6,0.1,2.446,-0.0025,0.0191,0.0041,0.039,,,,,,,,,,,,,
515,32.631,67502080,65316,30,49.39,0.467,5.5,0.6,0.0,2.435,-0.0022,0.035,0.0039,0.04,,,,,,,,,,,,,
516,32.665,67633152,63515,25,47.28,0.56,4.56,0.75,0.25,2.422,-0.0026,0.0237,0.0041,0.039,,,,,,,,,,,,,
517,32.7,67764224,62958,17,52.89,0.647,3.94,0.333,0.0,2.396,-0.003,0.0194,0.0044,0.039,,,,,,,,,,,,,
518,32.731,67895296,68865,27,45.45,0.407,5.89,0.714,0.286,2.388,-0.0026,0.0382,0.0042,0.042,,,,,,,,,,,,,
519,32.763,68026368,69849,31,48.6,0.548,4.29,0.286,0.286,2.384,-0.003,0.026,0.0042,0.046,,,,,,,,,,,,,
520,32.797,68157440,64237,24,46.08,0.458,4.92,0.556,0.222,2.391,-0.0025,0.0241,0.0042,0.042,,,,,,,,,,,,,
521,32.829,68288512,68344,23,42.13,0.391,5.22,0.625,0.25,2.388,-0.0026,0.0232,0.0042,0.043,,,,,,,,,,,,,
522,32.861,68419584,67330,23,37.42,0.304,6.57,0.636,0.182,2.373,-0.0025,0.0317,0.0039,0.041,,,,,,,,,,,,,
523,32.895,68550656,65287,17,48.47,0.529,4.71,0.667,0.0,2.377,-0.0028,0.0172,0.0044,0.039,,,,,,,,,,,,,
524,32.927,68681728,67450,31,45.06,0.484,5.23,0.7,0.2,2.378,-0.0025,0.0303,0.0041,0.042,,,,,,,,,,,,,
525,32.958,68812800,70192,21,38.54,0.143,6.29,0.667,0.333,2.388,-0.0027,0.0285,0.0039,0.039,,,,,,,,,,,,,
526,32.994,68943872,60627,16,43.41,0.25,5.75,0.5,0.25,2.391,-0.0027,0.0261,0.0041,0.04,,,,,,,,,,,,,
527,33.027,69074944,66486,35,44.09,0.429,5.03,0.0,0.75,2.383,-0.0027,0.0346,0.0049,0.045,,,,,,,,,,,,,
528,33.059,69206016,68369,29,48.16,0.621,3.59,0.111,0.333,2.413,-0.0025,0.0259,0.0052,0.053,,,,,,,,,,,,,
529,33.094,69337088,62996,24,37.59,0.208,6.96,0.5,0.25,2.392,-0.0024,0.0361,0.0041,0.048,,,,,,,,,,,,,
530,33.126,69468160,67746,28,39.45,0.286,6.21,0.75,0.25,2.39,-0.0025,0.0404,0.0049,0.052,,,,,,,,,,,,,
531,33.157,69599232,69230,18,44.06,0.389,6.22,0.667,0.333,2.403,-0.0029,0.0253,0.0044,0.044,,,,,,,,,,,,,
532,33.196,69730304,56130,20,50.07,0.6,4.25,0.0,0.333,2.398,-0.0028,0.0319,0.005,0.05,,,,,,,,,,,,,
533,33.236,69861376,55253,33,42.47,0.242,6.73,0.714,0.286,2.416,-0.0026,0.0357,0.0047,0.048,,,,,,,,,,,,,
534,33.268,69992448,68690,25,47.68,0.44,4.8,0.4,0.2,2.423,-0.0021,0.0281,0.004,0.037,,,,,,,,,,,,,
535,33.3,70123520,68264,22,42.47,0.409,5.32,0.4,0.6,2.421,-0.0024,0.0245,0.0042,0.044,,,,,,,,,,,,,
536,33.335,70254592,61435,19,45.8,0.474,5.0,0.667,0.333,2.404,-0.0023,0.0243,0.0046,0.046,,,,,,,,,,,,,
537,33.371,70385664,60540,16,48.47,0.562,3.75,0.333,0.333,2.398,-0.0028,0.0231,0.0046,0.049,,,,,,,,,,,,,
538,33.405,70516736,65826,27,44.84,0.481,5.33,0.75,0.0,2.411,-0.0023,0.0415,0.0045,0.045,,,,,,,,,,,,,
539,33.437,70647808,67244,35,43.48,0.4,5.91,0.889,0.0,2.409,-0.0027,0.0314,0.0041,0.041,,,,,,,,,,,,,
540,33.471,70778880,64518,27,46.69,0.444,4.96,0.571,0.0,2.442,-0.0027,0.0285,0.0044,0.046,,,,,,,,,,,,,
541,33.511,70909952,54709,21,49.04,0.619,4.62,1.0,0.0,2.416,-0.0025,0.0249,0.0047,0.044,,,,,,,,,,,,,
542,33.543,71041024,67673,28,42.66,0.321,6.5,0.3,0.4,2.412,-0.0024,0.0318,0.0046,0.045,,,,,,,,,,,,,
543,33.586,71172096,51280,26,50.62,0.577,4.96,0.5,0.25,2.445,-0.0021,0.0288,0.0035,0.035,,,,,,,,,,,,,
544,33.632,71303168,47498,16,49.75,0.5,4.5,0.25,0.75,2.428,-0.0027,0.0237,0.0043,0.048,,,,,,,,,,,,,
545,33.676,71434240,49911,26,47.11,0.385,5.58,0.857,0.143,2.421,-0.0024,0.0247,0.0037,0.033,,,,,,,,,,,,,
546,33.709,71565312,65119,20,44.14,0.4,5.35,0.75,0.25,2.421,-0.0028,0.0307,0.0045,0.05,,,,,,,,,,,,,
547,33.74,71696384,70273,22,46.19,0.455,5.23,0.6,0.2,2.419,-0.0027,0.0198,0.0049,0.049,,,,,,,,,,,,,
548,33.771,71827456,69875,18,45.63,0.5,4.94,0.0,0.333,2.438,-0.0024,0.0197,0.0041,0.039,,,,,,,,,,,,,
549,33.803,71958528,69245,20,44.6,0.5,4.45,0.2,0.0,2.415,-0.0027,0.0249,0.0043,0.048,,,,,,,,,,,,,
550,34.99,72089600,68177,17,50.0,0.647,4.0,0.25,0.0,2.417,-0.003,0.0173,0.0053,0.057,0.705,0.24,0.756,,,,0.728,0.955,0.015,0.695,0.595,0.135,0.965
551,35.025,72220672,62319,18,51.07,0.5,5.33,0.333,0.167,2.416,-0.0024,0.0302,0.0046,0.044,,,,,,,,,,,,,
552,35.057,72351744,67147,29,42.98,0.414,5.0,0.455,0.091,2.405,-0.0026,0.021,0.0049,0.053,,,,,,,,,,,,,
553,35.09,72482816,66733,11,49.39,0.727,2.55,0.5,0.0,2.381,-0.0026,0.0143,0.0049,0.053,,,,,,,,,,,,,
554,35.124,72613888,64843,17,47.69,0.588,6.12,0.25,0.0,2.374,-0.0022,0.0231,0.0038,0.037,,,,,,,,,,,,,
555,35.157,72744960,66458,34,47.2,0.471,5.06,0.5,0.3,2.368,-0.0025,0.0318,0.0042,0.041,,,,,,,,,,,,,
556,35.192,72876032,61501,27,47.32,0.407,6.19,0.571,0.143,2.386,-0.0025,0.0414,0.0044,0.049,,,,,,,,,,,,,
557,35.225,73007104,65506,25,46.29,0.48,4.12,0.5,0.5,2.42,-0.0025,0.0252,0.0042,0.041,,,,,,,,,,,,,
558,35.261,73138176,61599,25,44.75,0.44,5.0,0.667,0.0,2.389,-0.0022,0.0267,0.0038,0.037,,,,,,,,,,,,,
559,35.297,73269248,61388,24,48.35,0.458,5.25,0.6,0.0,2.391,-0.0025,0.0252,0.0041,0.04,,,,,,,,,,,,,
560,35.335,73400320,57516,28,44.25,0.321,5.79,0.714,0.286,2.404,-0.0028,0.0346,0.0041,0.046,,,,,,,,,,,,,
561,35.369,73531392,63959,28,49.68,0.536,3.82,0.25,0.0,2.429,-0.0026,0.0291,0.0048,0.054,,,,,,,,,,,,,
562,35.401,73662464,67202,24,46.78,0.583,4.08,0.0,0.75,2.459,-0.0025,0.022,0.0044,0.041,,,,,,,,,,,,,
563,35.434,73793536,66130,25,51.81,0.64,3.52,0.333,0.167,2.465,-0.0026,0.0192,0.0049,0.045,,,,,,,,,,,,,
564,35.467,73924608,65759,20,43.42,0.4,5.55,0.5,0.5,2.46,-0.0025,0.0227,0.0047,0.049,,,,,,,,,,,,,
